categories,city,avg(stars)
Video Game Stores,Markham,3.8333333333333335
Indian,Coraopolis,4.5
Travel Services,Madison,2.8333333333333335
Playgrounds,Montréal,4.0
Pan Asian,Las Vegas,2.25
Acupuncture,Champaign,4.333333333333333
Beer Garden,Gerlingen,3.5
Local Flavor,Champaign,3.5
Halal,Pittsburgh,4.125
Notaries,Cleveland,3.0
Mobile Phone Repair,Sun City,4.0
Food,Korntal-Münchingen,3.5
Herbs & Spices,Goodwood,3.0
Local Flavor,Midland,4.5
Ice Cream & Frozen Yogurt,San Tan Valley,4.333333333333333
Fashion,Black Earth,4.0
Public Services & Government,Eastlake,3.5
Metal Fabricators,Henderson,4.611111111111111
General Festivals,Stuttgart,4.5
Makeup Artists,Fairview Park,3.75
Decks & Railing,Brunswick,1.5
Psychologists,Surprise,2.5
Beer,Goodyear,3.8333333333333335
Home Cleaning,Bedford Heights,3.5
Paint Stores,Indian Land,3.5
Bike Repair/Maintenance,Glendale,4.25
Cosmetic Dentists,Beachwood,4.285714285714286
Hotels & Travel,Bedford,3.4
Food,McDonald,2.75
Water Delivery,Henderson,4.5
Customs Brokers,Goodyear,3.5
Department Stores,Stouffville,3.5
Men's Hair Salons,Fountain Hills,3.5
Pakistani,Cleveland,4.5
CSA,Mount Horeb,4.5
Steakhouses,Böblingen,3.0
Gas Stations,Warrensville,2.5
Fruits & Veggies,Lakewood,2.5
Mexican,Robinson,3.5
Musical Instrument Services,Lyndhurst,3.0
Public Services & Government,Homestead,4.0
Auto Customization,Peoria,4.642857142857143
Chinese,Macedonia,2.8333333333333335
Gluten-Free,Lasalle,4.0
Barbers,Sewickley,5.0
Mobile Phone Repair,Anthem,5.0
Automotive,Braddock,1.0
Dog Walkers,Northfield,5.0
Bridal,Henderson,4.083333333333333
Skin Care,Sewickley,4.166666666666667
Vegan,Oakville,3.75
Tennis,Richmond Hill,4.0
Paddleboarding,McKeesport,4.0
Beer Gardens,Concord,4.25
Hiking,Coraopolis,4.5
French,Saint-Lambert,5.0
Men's Hair Salons,Frazer,4.25
Limos,Mesa,2.875
Bars,Montéal,3.0
Hair Removal,Avon,4.125
Lingerie,Litchfield Park,3.25
Auto Glass Services,North Las Vegas,3.7
Casinos,Glendale,2.0
Towing,Davidson,4.5
Caterers,Fellbach,3.8333333333333335
Salad,Twinsburg,3.0
Vape Shops,Montreal,5.0
Thai,Böblingen,3.5
Hotels & Travel,San Rafael,1.5
Sports Wear,Macedonia,3.5
Custom Cakes,Woodbridge,4.0
Music & DVDs,Goodyear,4.5
Burgers,Oakwood,1.5
Active Life,Waunakee,3.9
Community Service/Non-Profit,Stuttgart,4.0
Psychic Mediums,Old Town Scottsdale,4.0
Pet Stores,Monroeville,3.5
Farming Equipment,Wexford,3.0
Local Flavor,Vaughan,4.333333333333333
Pet Transportation,Charlotte,4.875
Recycling Center,Mississauga,3.0
Thai,Fairlawn,3.5
Wine & Spirits,Euclid,3.0
Club Crawl,Phoenix,3.5
Mags,McMurray,3.75
Public Services & Government,Mint Hill,2.0
Electronics,Lake Wylie,2.5
Motorsport Vehicle Repairs,Cuyahoga Falls,5.0
Ethnic Food,Baie-d'Urfé,3.5
Pest Control,Gastonia,3.5
Hotels & Travel,Pointe Claire,3.5
American (Traditional),Indian Land,3.5
Chocolatiers & Shops,Bay Village,4.0
Local Fish Stores,Mesa,4.0
Real Estate,San Tan Valley,4.5
Mountain Biking,Tempe,5.0
Coffee & Tea,South Euclid,3.8333333333333335
Drugstores,Enterprise,2.5
Basque,Madison,4.0
Caterers,Pickering,3.5
Breakfast & Brunch,Harmarville,3.75
Nightlife,Geauga,4.0
Mediterranean,Glenshaw,4.0
Barbers,Coraopolis,5.0
Pet Groomers,Willoughby,2.25
Photography Stores & Services,Sun Prairie,3.5
Body Shops,Cornelius,3.8333333333333335
Pizza,Esslingen am Neckar,2.5
Venues & Event Spaces,Kent,3.3333333333333335
Cards & Stationery,Allison Park,2.5
Chicken Wings,Willoughby Hills,3.5
Convenience Stores,Rocky River,3.5
Auction Houses,Glendale,3.375
Public Services & Government,Braddock,4.0
Comfort Food,Henderson,4.0
Gas Stations,Mayfield Heights,4.5
Elementary Schools,North York,3.5
Movers,Ahwatukee,3.0
Oral Surgeons,Canonsburg,4.0
Hotels,Tuscola,3.1666666666666665
Food Delivery Services,Aurora,3.8333333333333335
Scandinavian,Mesa,4.0
Vintage & Consignment,Mississauga,2.5
Pets,Chester,5.0
Print Media,Middleton,4.0
Hair Removal,Ludwigsburg,3.0
Lounges,Böblingen,3.0
Pet Sitting,Urbana,4.5
Ski & Snowboard Shops,Toronto,4.0
Home Decor,Pointe-Claire,4.0
Print Media,North Olmsted,5.0
Home Decor,Warrensville Heights,4.0
Shopping,Gormley,5.0
Rugs,North Olmsted,2.75
Venues & Event Spaces,Laveen,4.0
Museums,Inverness,3.75
Appliances & Repair,Canonsburg,2.5
Desserts,Rocky River,3.625
Garage Door Services,Independence,2.5
Dry Cleaning & Laundry,Allison Park,4.0
Car Dealers,Stoughton,3.5
Public Services & Government,Wexford,3.5
Attraction Farms,Cross Plains,3.5
Cafes,Homestead,4.0
Distilleries,Cuyahoga Falls,4.5
Electronics,Munhall,2.5
Grocery,Indian Land,3.625
Television Stations,Las Vegas,3.4
Shaved Ice,Goodyear,4.166666666666667
Pets,Garfield Heights,4.5
Event Photography,North York,4.5
Food,Mantua,2.5
Desserts,Waxhaw,4.0
Tobacco Shops,Sindelfingen,4.0
Public Services & Government,Sewickley,5.0
Outdoor Gear,McCandless Township,4.0
Golf,Gibsonia,3.1666666666666665
Mexican,Olmsted Falls,3.0
Financial Services,North York,2.625
Mobile Phones,Garfield Heights,1.0
Art Museums,Toronto,4.0
Jazz & Blues,Chandler,4.0
Movers,Monroeville,2.25
Community Service/Non-Profit,Peoria,4.5
Vehicle Shipping,Beachwood,2.0
Bikes,Mt. Horeb,5.0
Burgers,Kahnawake,4.0
Laundromat,Edinburgh,4.166666666666667
Swimming Pools,Ostfildern,4.5
Boat Repair,North Las Vegas,3.5
Contractors,East York,5.0
Barbers,Olmsted Falls,5.0
Beauty & Spas,Esslingen,4.0
Event Planning & Services,Irwin,3.25
Emergency Rooms,Waxhaw,5.0
African,Avondale,2.5
Live/Raw Food,Richmond Hill,3.75
Breweries,Emsworth,4.5
Airport Terminals,Phoenix,3.125
Italian,Oßweil,5.0
Carpeting,North Olmsted,2.5
Poutineries,Lower Lawrenceville,3.5
Vacation Rental Agents,Chandler,2.5
Juice Bars & Smoothies,Chagrin Falls,4.0
Active Life,Summerlin South,4.0
Hazardous Waste Disposal,Markham,4.0
Nursing Schools,Mesa,3.5
Dry Cleaning & Laundry,Stoughton,3.0
Soup,Blawnox,3.0
Personal Chefs,Madison,5.0
Active Life,West Las Vegas,5.0
Pets,San Tan Valley,3.75
Pet Services,Seven Hills,5.0
Vegetarian,Bay Village,4.0
Home & Garden,Leonberg,2.5
Architects,Scottsdale,3.6666666666666665
Ethnic Grocery,Schwieberdingen,3.0
University Housing,Chandler,2.75
Wine & Spirits,Castle Shannon,3.0
Body Shops,West Bridgewater,2.0
Cantonese,North Las Vegas,4.0
Music & Video,Newmarket,4.0
Beer Bar,Cuyahoga Falls,4.0
Gift Shops,Twinsburg,3.25
Parks,Oakdale,4.5
Fashion,Twinsburg,3.0
Portuguese,Kirkland,4.0
Cafes,Oakmont,4.0
Shopping,Stuttgart Bad-Canstatt,3.5
Formal Wear,Pointe Claire,1.5
Beauty & Spas,MC Murray,3.5
Skate Shops,Cleveland,5.0
Jewelry,Monroeville,4.25
Airport Shuttles,Rocky River,2.0
Tanning,Robinson Township,2.5
Septic Services,Medina,2.75
Child Care & Day Care,Mc Murray,1.5
Outdoor Gear,Thornhill,3.0
Videos & Video Game Rental,Chardon,2.5
Family Practice,Dallas,4.0
Arcades,Brampton,4.166666666666667
Coffee & Tea,King City,3.5
Japanese,Stow,4.5
Casinos,Tempe,5.0
Pets,Moreland Hills,4.0
Brazilian,Laval,2.5
Local Flavor,Monticello,4.5
Videographers,Richmond Hill,4.0
Golf Equipment,Gastonia,3.0
Child Care & Day Care,Highland Heights,3.5
Piercing,New Kensington,5.0
Delis,Ambridge,3.5
Photography Stores & Services,Berea,2.0
Food Stands,Mount Albert,4.5
Trailer Rental,Fountain Hills,4.0
Fashion,Wickliffe,5.0
Nightlife,Olmsted Township,3.0
Auto Repair,Windsor,3.5
Antiques,Kent,3.5
Hair Salons,Pointe-Claire,2.5
Auto Insurance,Waxhaw,2.5
Painters,Monona,3.5
Gymnastics,Huntersville,5.0
Middle Eastern,East York,5.0
Comfort Food,Brecksville,3.5
Lawn Services,Glendale,5.0
Soup,Elyria,2.0
Orthopedists,Phoenix,2.988095238095238
Appliances & Repair,Las Vegas,3.5115384615384615
Wine Bars,Las Vegas,3.9207317073170733
Hotels & Travel,North York,3.138888888888889
Television Service Providers,Las Vegas,2.4696969696969697
Arts & Entertainment,Lakewood,3.896551724137931
Flowers & Gifts,North York,3.1470588235294117
Children's Clothing,Phoenix,3.4193548387096775
Bikes,Goodyear,3.5
Building Supplies,Champaign,3.2
Wine & Spirits,Montréal,3.8852459016393444
Reiki,Chandler,5.0
Tree Services,Chandler,3.8333333333333335
Shopping,Beachwood,3.4859154929577465
Local Services,Lakewood,3.913793103448276
Bars,Murrysville,3.625
Music Venues,Richmond Hill,4.0
American (New),Scottsdale,3.7185314685314683
Wheel & Rim Repair,Phoenix,3.8295454545454546
Home Decor,Gilbert,3.5757575757575757
Mexican,Shaker Heights,3.25
Contractors,Parma,3.9166666666666665
Home Services,Mentor,2.825
Auto Repair,Ajax,3.0416666666666665
Dive Bars,Cave Creek,3.25
General Dentistry,Brunswick,5.0
Cupcakes,Edinburgh,4.666666666666667
Venues & Event Spaces,Huntersville,3.8
Grocery,Brecksville,3.5
Restaurants,North Huntingdon,3.5555555555555554
Department Stores,Richmond Hill,2.5555555555555554
Sewing & Alterations,Glendale,3.909090909090909
Chicken Wings,Scarborough,2.5952380952380953
Medical Supplies,Las Vegas,4.092105263157895
Sewing & Alterations,Scottsdale,3.911764705882353
Health & Medical,Elyria,2.5
Podiatrists,Scarborough,5.0
Swimming Pools,Toronto,3.55
Cheese Shops,Cleveland,4.714285714285714
Beach Bars,Montréal,3.5
Chicken Shop,Pittsburgh,4.0
Eyewear & Opticians,Etobicoke,4.3
Museums,Blackness,4.0
Hotels,Kannapolis,2.4166666666666665
Furniture Stores,Whitby,2.25
Private Tutors,Cave Creek,5.0
Horseback Riding,Mesa,4.416666666666667
Community Service/Non-Profit,North Las Vegas,3.875
Plumbing,Bethel Park,3.5
Building Supplies,Medina,2.6666666666666665
Mediterranean,Fairview Park,4.0
Electronics,North Las Vegas,2.888888888888889
Tires,Etobicoke,3.0555555555555554
Contractors,Avondale,4.375
Breakfast & Brunch,Surprise,3.2
Maternity Wear,Chandler,4.25
Nightlife,Leven,3.0
Afghan,Richmond Hill,3.6666666666666665
Session Photography,Toronto,4.538461538461538
American (New),Waxhaw,3.6875
Steakhouses,Brossard,2.8333333333333335
Vacation Rentals,Tempe,4.25
Tacos,Phoenix,4.116666666666666
Software Development,Phoenix,4.333333333333333
Golf,Monroeville,3.0
Tires,Gastonia,2.8333333333333335
Event Planning & Services,Monticello,3.6666666666666665
Eyewear & Opticians,Concord,3.625
Marketing,Vaughan,2.5
Property Management,Pittsburgh,2.742424242424242
Waxing,Litchfield Park,4.8
Playgrounds,Charlotte,3.8
Coffee & Tea,Gibsonia,3.8
Grilling Equipment,Phoenix,3.8
Health & Medical,Indian Land,4.333333333333333
Landscaping,Lakewood,4.75
Indian,Leinfelden-Echterdingen,3.5
Wedding Planning,Henderson,3.9545454545454546
Pubs,Brossard,2.8333333333333335
Thrift Stores,Rocky River,4.0
Hardware Stores,Laveen,3.75
Transmission Repair,Pineville,3.5
Sri Lankan,Toronto,3.6875
Party & Event Planning,Pineville,3.6666666666666665
Electricians,Gilbert,4.681818181818182
Osteopathic Physicians,Edinburgh,5.0
Laundry Services,Markham,4.1
Beer,Shaker Heights,3.75
Delis,West Mifflin,3.5
Vehicle Wraps,Cornelius,5.0
Water Purification Services,Indian Trail,4.0
Local Flavor,Peoria,4.4
Dentists,Matthews,4.409090909090909
Test Preparation,Henderson,4.5
Skin Care,Lakewood,4.5
Advertising,Lasalle,1.0
Acai Bowls,Charlotte,4.428571428571429
Electronics,Oregon,5.0
Carpenters,Toronto,4.375
Lice Services,Toronto,3.0
Bakeries,Avon,3.875
Bistros,Saint-Lambert,4.0
Indian,Kirkcaldy,4.5
Flea Markets,Pittsburgh,4.0
Television Service Providers,North Las Vegas,1.25
Department Stores,Vaughan,2.25
Movers,Laveen,4.25
American (Traditional),McKeesport,3.5
Arts & Entertainment,Mount Horeb,4.5
Beauty & Spas,New Kensington,2.9
Doctors,Avalon,4.75
Italian,Savoy,3.0
Arcades,Laval,3.5
Mexican,Mentor On The Lake,4.5
Chinese,North Royalton,3.5
Doctors,Richmond Hill,3.2777777777777777
American (Traditional),Georgetown,2.5
Museums,Henderson,4.5
Women's Clothing,Belleville,2.75
Karaoke,Thornhill,3.0
Departments of Motor Vehicles,Charlotte,2.7
Wheel & Rim Repair,Avondale,4.0
Salad,Mount Holly,3.0
Heating & Air Conditioning/HVAC,White Oak,5.0
Pharmacy,Etobicoke,2.6666666666666665
Massage,Middleton,4.666666666666667
French,Denkendorf,3.0
Beauty & Spas,Painesville,3.625
Business Law,Chandler,4.75
Seafood Markets,Saint-Leonard,5.0
Burgers,Mahomet,2.5
Home Services,Ratho,5.0
Car Wash,Stow,2.75
Delis,Mont-Saint-Hilaire,3.5
Auto Repair,Shaker Heights,3.5
Internet Cafes,Brunswick,2.0
Party Supplies,Tempe,4.5
Food,Beauharnois,4.0
Pizza,Longueuil,3.3
Photography Stores & Services,Middleburg Heights,3.5
Cafes,Sewickley,4.6
Sporting Goods,Willoughby Hills,4.0
Insulation Installation,Gilbert,3.6666666666666665
Emergency Rooms,Phoenix,3.125
Chiropractors,Cornelius,4.4
Shopping,Imperial,1.0
Gun/Rifle Ranges,Charlotte,4.25
Cafeteria,Mesa,3.25
Candle Stores,Gilbert,3.0
Music & Video,Davidson,4.5
Building Supplies,Stuttgart - Bad Cannstatt,3.0
Steakhouses,Richfield,3.5
Korean,Cleveland,3.7857142857142856
Dry Cleaning,Avon Lake,2.5
Home Services,Pickering,2.5
Massage,North Huntingdon,4.5
Door Sales/Installation,Bedford,2.25
Hair Salons,Richfield,3.5
Movers,Sun Prairie,3.0
Cannabis Dispensaries,Guadalupe,3.5
Casinos,Pittsburgh,3.75
Life Insurance,Cleveland,1.5
Hair Removal,Twinsburg,3.8333333333333335
French,Madison,4.0625
Mobile Phone Repair,Hudson,2.5
Financial Services,Amherst,2.5
Pool Halls,Mesa,3.75
Pet Cremation Services,Mesa,3.75
Software Development,Henderson,4.25
Used,Litchfield Park,2.0
Wine & Spirits,Newmarket,3.5
Active Life,Elizabeth,4.5
Japanese,Georgetown,4.0
Mexican,Bethel Park,3.75
Mobile Phones,Pointe-Claire,4.0
Tiki Bars,Glenshaw,3.5
Cocktail Bars,Paradise Valley,4.0
Food Delivery Services,Painesville,5.0
Security Systems,Parma,3.5
Juice Bars & Smoothies,Etobicoke,2.75
Farms,Whitchurch-Stouffville,5.0
Doctors,McKees Rocks,3.75
Chicken Wings,Chardon,3.25
Wholesalers,Peoria,3.1666666666666665
Community Service/Non-Profit,Gibsonia,4.0
Custom Cakes,Peoria,4.0
Pizza,Gerlingen,4.25
Greek,Berea,3.5
Building Supplies,Presto,3.0
Nurseries & Gardening,West Mifflin,3.0
Guns & Ammo,Oregon,4.0
Active Life,Highland Heights,3.8
Auto Repair,North Versailles,5.0
Junk Removal & Hauling,Allison Park,3.0
Child Care & Day Care,Wilmerding,4.5
Tanning,Westlake,3.0
RV Rental,Concord,1.75
Oil Change Stations,Brampton,2.0
Gluten-Free,Markham,3.1666666666666665
Trophy Shops,Phoenix,5.0
Pizza,Ostfildern,4.5
Hot Tub & Pool,Cornelius,3.5
Nail Salons,Glenshaw,3.0
Vegetarian,Scarborough,3.375
Florists,Moon Township,4.5
Hunting & Fishing Supplies,Fort Mill,3.5
Body Shops,Youngtown,5.0
Landscape Architects,North Royalton,2.5
Japanese,Fountain Hills,4.0
Glass & Mirrors,Toronto,3.1
Active Life,East Pittsburgh,3.5
Television Service Providers,Markham,2.0
Diners,Houston,3.5
Physical Therapy,Fountain Hills,4.75
Oil Change Stations,Mount Horeb,3.5
Mediterranean,Bay Village,4.0
Laser Tag,Newmarket,2.0
Do-It-Yourself Food,Rocky River,3.5
Home Staging,Hudson,3.5
Hotels & Travel,Hochdorf,3.5
Venues & Event Spaces,Homestead,5.0
Preschools,Matthews,4.0
Opera & Ballet,Vaughan,3.0
Cryotherapy,Glendale,5.0
Beauty & Spas,Monongahela,3.5
Thrift Stores,Verona,3.0
Delis,Chagrin Falls,4.5
Soup,Aurora,3.0
Computers,Woodbridge,1.5
Wine Tasting Classes,Madison,5.0
Thai,Boulder City,3.75
Florists,Sheffield Village,3.0
Performing Arts,Monongahela,4.0
Gastropubs,Matthews,3.5
Coffee & Tea,Central City Village,3.0
Musical Instruments & Teachers,Westlake,4.0
Tattoo,MESA,5.0
Pole Dancing Classes,Huntersville,5.0
Shopping,Pointe Claire,2.5
Jewelry Repair,Matthews,4.5
Venues & Event Spaces,Saint-Jerome,2.5
Belgian,Charlotte,3.5
Skating Rinks,Brookpark,2.5
Music & DVDs,Monticello,3.5
Meat Shops,Verona,4.25
Watches,Thornhill,3.5
Veterinarians,Aurora,1.5
DJs,Stuttgart,5.0
Pool & Hot Tub Service,Medina,4.5
Indian,South Queensferry,4.5
Tapas Bars,Brossard,2.0
Ice Cream & Frozen Yogurt,Pine,3.5
Steakhouses,Greenfield Park,2.5
Tex-Mex,Canonsburg,3.5
Home Services,Sun City Anthem,2.5
Arts & Entertainment,Dalkeith,4.5
Guns & Ammo,Pittsburgh,5.0
Body Shops,Boulder City,4.0
Golf,Fort McDowell,4.0
Cards & Stationery,North Las Vegas,5.0
Ethnic Food,Lasalle,4.5
Desserts,Ambridge,5.0
Threading Services,Monroeville,5.0
Buffets,Thornhill,3.0
Event Photography,Dewey,2.5
Tanning Beds,Fitchburg,2.5
Packing Supplies,Parma Heights,3.0
Poutineries,Sainte-Julie,4.5
Tea Rooms,Millvale,5.0
Lakes,Toronto,5.0
Appliances,Esslingen,4.5
Summer Camps,Beachwood,4.5
Sewing & Alterations,Mayfield Heights,3.0
Brazilian Jiu-jitsu,Scottsdale,5.0
Gelato,Sindelfingen,5.0
Appraisal Services,Henderson,5.0
Florists,Beachwood,3.75
New Mexican Cuisine,Surprise,4.0
Indian,Bradford West Gwillimbury,4.5
Car Rental,Westlake,4.0
Auto Parts & Supplies,Peoria,3.6515151515151514
Plumbing,Mesa,4.011111111111111
Hair Salons,Toronto,3.7757527733755945
American (Traditional),Las Vegas,3.390826873385013
Bikes,Edinburgh,3.7666666666666666
Printing Services,Glendale,3.7045454545454546
Active Life,Concord,3.6973684210526314
Recreation Centers,Chandler,4.3076923076923075
Health & Medical,Pittsburgh,3.8133704735376046
Fashion,Stuttgart,3.764044943820225
Gift Shops,Toronto,4.032258064516129
Tires,Concord,3.1944444444444446
Mexican,Tempe,3.393162393162393
Dentists,North Las Vegas,4.0
Canadian (New),Sainte-Anne-De-Bellevue,4.5
Nutritionists,Scottsdale,4.553846153846154
Mexican,Mississauga,3.090909090909091
Italian,Tempe,3.5
Hair Removal,Montréal,3.183333333333333
Fast Food,Oakville,3.0172413793103448
Restaurants,Longueuil,3.6595744680851063
Food,Mentor,3.7421875
Home Decor,Glendale,3.597560975609756
Wedding Planning,Charlotte,3.8846153846153846
Active Life,Fort Mill,4.243243243243243
Jewelry,Champaign,3.9615384615384617
Toy Stores,York,3.5
Restaurants,Sun Prairie,3.2567567567567566
Nightlife,Champaign,3.441860465116279
Breweries,Surprise,3.5
Oral Surgeons,Charlotte,4.241379310344827
Breakfast & Brunch,Hampton Township,3.5
Beauty & Spas,Willoughby,4.086956521739131
Dry Cleaning & Laundry,Matthews,3.4375
Plumbing,Gilbert,4.0701754385964914
Banks & Credit Unions,Pineville,2.5
Optometrists,Frazer,2.75
Hookah Bars,Charlotte,3.5526315789473686
Outdoor Gear,Concord,3.2
Nightlife,Fort Mill,3.46
Tapas/Small Plates,Pittsburgh,3.7058823529411766
Cocktail Bars,Markham,3.6666666666666665
Chicken Wings,Kannapolis,3.1
Waffles,Las Vegas,4.055555555555555
Towing,Glendale,3.5454545454545454
Security Services,Phoenix,3.3333333333333335
Local Services,Murrysville,4.142857142857143
Personal Assistants,Glendale,4.0
Automotive,Savoy,3.357142857142857
Italian,Urbana,3.1666666666666665
Financial Services,Boulder City,3.5
Colleges & Universities,Monroeville,1.0
Home Cleaning,Fountain Hills,3.5
Physical Therapy,Montréal,3.1875
American (New),Finleyville,4.5
Clock Repair,Madison,3.6666666666666665
Massage,Cuyahoga Falls,3.642857142857143
Fast Food,Fairlawn,3.9
Seafood,Avondale,3.3333333333333335
Pet Stores,toronto,5.0
Yoga,Madison,4.46
Imported Food,Markham,3.2777777777777777
Soup,Saint-Laurent,4.0
Convenience Stores,Lakewood,3.857142857142857
Nightlife,Verdun,4.0
Community Service/Non-Profit,Glendale,3.375
Adult Education,Peoria,4.5
Diners,Mayfield Village,3.5
Dog Parks,Peoria,4.0
Drugstores,Markham,2.875
Greek,Sewickley,2.5
Books,Henderson,3.8333333333333335
Psychic Mediums,Phoenix,4.75
Pool & Hot Tub Service,Fountain Hills,4.4
Party Supplies,Willoughby,3.5
Chiropractors,Fountain Hills,4.833333333333333
Parks,Brampton,3.625
Desserts,Oakville,3.35
Movers,Sun Lakes,3.5
Restaurants,Missisauga,3.125
Tacos,Scottsdale,4.1
Mortgage Brokers,Litchfield Park,5.0
Beauty & Spas,Kannapolis,3.6363636363636362
Body Contouring,Chandler,4.75
American (New),Brooklyn,3.0
Criminal Defense Law,Champaign,1.0
Mass Media,Markham,5.0
Bookstores,Brampton,3.875
Sporting Goods,Peninsula,3.8333333333333335
Hiking,Peninsula,3.5
Shipping Centers,Litchfield Park,3.25
International,Gerlingen,4.0
Arts & Entertainment,Roosevelt,4.5
Health Markets,Aurora,4.25
Gastropubs,North Olmsted,3.75
Wine & Spirits,York,3.5
Candy Stores,Davidson,4.5
American (New),Cleveland Heights,3.65
Dry Cleaning & Laundry,Willoughby,2.3333333333333335
Financial Advising,Henderson,3.0625
Shopping Centers,Scottsdale,3.6666666666666665
Sports Bars,Concord,2.9545454545454546
Bakeries,columbia station,5.0
Sports Bars,Avon,3.25
Specialty Food,Garfield Heights,4.5
Fashion,Oakdale,1.5
Vintage & Consignment,Etobicoke,4.5
American (New),Turtle Creek,3.75
Dance Schools,Cleveland,5.0
Chinese,Waunakee,3.5
Tires,Verona,4.1
Property Management,Woodbridge,1.0
Antiques,Amherst,4.5
Fish & Chips,Markham,2.9285714285714284
Pest Control,Paradise Valley,5.0
Eyelash Service,Oakville,3.8333333333333335
Asian Fusion,Surprise,3.875
Unofficial Yelp Events,Urbana,4.5
Gift Shops,Huntersville,3.0
Nightlife,Clarkson,2.5
Windshield Installation & Repair,San Tan Valley,4.0
Antiques,Frazer,3.0
Beauty & Spas,Fellbach,2.0
Medical Supplies,Gastonia,3.0
Self Storage,Etobicoke,4.083333333333333
Bars,Glenrothes,3.25
Mini Golf,Oakville,3.75
Massage,McMurray,3.6666666666666665
Vacation Rentals,El Mirage,3.0
Home Cleaning,Ahwahtukee,5.0
Used Car Dealers,Mississauga,3.0833333333333335
Ukrainian,Etobicoke,3.8333333333333335
Home & Garden,WICKLIFFE,2.5
Bookstores,Monroeville,3.75
Pubs,Korntal-Münchingen,3.5
Barbeque,Dollard-des-Ormeaux,4.25
Eyelash Service,Rocky River,4.0
Water Heater Installation/Repair,Stow,3.5
Diners,Bedford,3.5
Mediterranean,Esslingen,4.5
Home & Garden,Chambly,4.0
Motorcycle Dealers,Bedford,4.25
Photography Stores & Services,Indian Trail,3.5
Hardware Stores,Sun Prairie,2.5
Discount Store,Stow,4.166666666666667
Video/Film Production,Pittsburgh,4.166666666666667
Embroidery & Crochet,Scottsdale,4.357142857142857
Lactation Services,North Las Vegas,5.0
Shoe Stores,Paradise,4.0
Coffee & Tea,Bethel Park,3.5
Specialty Food,Cave Creek,4.375
Community Service/Non-Profit,Lorain,4.0
Public Services & Government,South Euclid,3.3333333333333335
Skin Care,McCandless,4.0
Active Life,Livingston,3.25
Furniture Rental,Tempe,3.75
Transmission Repair,Cottage Grove,3.5
Skin Care,Bridgeville,4.0
American (New),El Mirage,4.0
Pubs,Saint-Lazare,3.5
Hair Stylists,Tolleson,4.5
Pizza,Baldwin,4.5
Home Theatre Installation,Chagrin Falls,5.0
Specialty Schools,Savoy,4.0
Ice Cream & Frozen Yogurt,Cornelius,3.8333333333333335
Men's Hair Salons,Oakland,4.5
Soup,Brunswick,2.5
Eyelash Service,McMurray,2.5
Beauty & Spas,Piedmont,3.0
Thrift Stores,Lyndhurst,3.5
Web Design,Boulder City,5.0
Waxing,Munroe Falls,5.0
Oral Surgeons,Cross Plains,4.0
Home Decor,Belleville,4.0
Home Services,Heidelberg,3.3333333333333335
Noodles,Laval,2.0
Home Services,Wood Dale,2.0
Periodontists,Sun City,3.5
Door Sales/Installation,North Las Vegas,3.0
Home & Garden,Kirkland,2.0
Pubs,"Chester, UK",4.5
Beer,McMurray,5.0
Doctors,Point Claire,5.0
Used,Scarborough,2.5
Self Storage,West Mifflin,5.0
Cosmetic Surgeons,Stuttgart,4.333333333333333
Dry Cleaning,Goodyear,2.25
Self Storage,Kent,3.0
Pet Photography,Toronto,5.0
Shopping,Piedmont,4.5
Local Services,Mcmurray,1.5
Playgrounds,Fountain Hills,4.0
Financial Services,Moon Township,2.5
DUI Law,Arrowhead,3.0
Sports Bars,Valley City,3.0
Thai,Lakewood,4.125
Coffee & Tea,Saint-Jean-sur-Richelieu,4.5
Pubs,Ft. Mill,2.0
Boating,Boulder City,4.25
Religious Organizations,North Las Vegas,4.0
Breakfast & Brunch,Mont-Royal,3.125
Eyelash Service,Pointe-Claire,5.0
Bagels,Huntersville,3.375
Auto Detailing,Willoughby,5.0
Carpet Installation,Avondale,4.75
Tai Chi,Toronto,2.5
Gift Shops,Laveen,4.0
Food Trucks,Allison Park,4.5
Internet Service Providers,Sun Lakes,1.5
Ice Cream & Frozen Yogurt,Unionville,3.3333333333333335
Diagnostic Imaging,Paradise Valley,5.0
Barbeque,East York,2.75
Hotels,Munhall,3.0
Pet Groomers,Canonsburg,3.75
Hotels,Hemmingen,4.5
Fingerprinting,Tempe,3.0
Fishing,Cuyahoga Falls,3.5
Post Offices,Ditzingen,1.0
Hungarian,Mentor,3.0
Radiologists,Goodyear,2.25
Wine & Spirits,Pencaitland,4.5
Social Clubs,Avon,5.0
Country Clubs,Stoughton,4.5
Home Services,"Phoenix, AZ",3.5
Beauty & Spas,Spring Valley,1.5
Plumbing,Savoy,1.5
Art Classes,Westlake,3.5
Irish,Etobicoke,3.0
Sporting Goods,Tolleson,2.0
Paddleboarding,Charlotte,5.0
Used Bookstore,Harrisburg,5.0
Flooring,North Ridgeville,4.0
Furniture Repair,Mesa,4.5
Printing Services,Whitby,3.5
Party & Event Planning,Hudson,5.0
Sports Medicine,Champaign,5.0
Nurseries & Gardening,Dunfermline,4.0
Chinese,Saint Joseph,4.0
Chiropractors,Thornhill,3.5
Beer,Missisauga,3.5
Chicken Wings,Laveen Village,4.0
Tanning Beds,Tempe,4.333333333333333
Day Spas,Parma,2.5
Seafood,Vaudreuil-Dorion,4.25
Dermatologists,Fort Mill,4.5
Kebab,Vaughan,4.5
